Area,Rainfall,Temperature,yield,Crops
21,3512.4,38.0,42915.0,Coconut
11,3512.4,39.0,9230.0,Coconut
4,3296.0,39.0,44313.0,Coconut
15,3296.0,39.0,45820.0,Coconut
8,3296.0,40.0,49084.0,Coconut
29,3550.0,40.0,86311.0,Coconut
1,3550.0,40.0,57642.0,Coconut
13736,3550.0,41.0,58405.0,Coconut
14003,3654.0,41.0,60751.0,Coconut
14179,3654.0,41.0,109506.0,Coconut
14319,3654.0,42.0,114.0,Coconut
14464,233.0,42.0,3.0,Coconut
14876,233.0,42.0,95.0,Coconut
14976,233.0,43.0,19.0,Coconut
15009,234.0,43.0,54.0,Coconut
15114,234.0,27.0,13.0,Coconut
16224,234.0,27.0,123.0,Coconut
17095,3105.0,27.0,19.0,Coconut
17512,3105.0,27.0,32.0,Coconut
17587,3105.0,27.0,8.0,Coconut
17771,236.0,27.0,50.0,Coconut
17825,236.0,27.2,10.0,Coconut
3147,321.0,27.2,29.0,Coconut
2578,3654.0,27.2,44.0,Coconut
1591,323.0,27.0,33.0,Coconut
1298,324.0,27.0,14.0,Coconut
4,3105.0,27.0,56.0,Coconut
1122,326.0,27.0,26.0,Coconut
917,327.0,27.0,98.0,Coconut
819,328.0,27.0,3.0,Coconut
619,2903.1,27.2,58637.0,Coconut
391,2903.1,27.2,59777.0,Coconut
211,2903.1,27.2,60528.0,Coconut
153,2996.6,27.1,61126.0,Coconut
111,2996.6,27.1,623687.0,Coconut
76,2996.6,27.1,63504.0,Coconut
53,3522.8,26.8,63931.0,Coconut
2688,3522.8,26.8,73730.0,Coconut
2311,3522.8,26.8,118416.0,Coconut
2188,3729.8,37.0,130132.0,Coconut
1998,3729.8,37.0,154889.0,Coconut
2006,3729.8,37.0,171739.0,Coconut
2034,2746.2,38.0,172475.0,Coconut
2035,2746.2,38.0,177939.0,Coconut
2074,2746.2,38.0,313547.0,Coconut
2127,3360.0,39.0,2783.0,Coconut
2090,3360.0,39.0,1533.0,Coconut
2059,3360.0,39.0,1647.0,Coconut
2050,3605.4,40.0,975.0,Coconut
1865,3605.4,40.0,2.0,Coconut
1841,3605.4,40.0,836.0,Coconut
1799,3512.4,41.0,806.0,Coconut
1468,3512.4,41.0,880.0,Coconut
568,3512.4,41.0,770.0,Coconut
407,3296.0,42.0,395.0,Coconut
177,3296.0,42.0,187.0,Coconut
51,3296.0,42.0,187.0,Coconut
173,3550.0,43.0,121.0,Coconut
201,3550.0,27.0,103.0,Coconut
206,3550.0,27.0,71.0,Coconut
243,3654.0,27.0,3961.0,Coconut
123,3654.0,27.0,4247.0,Coconut
82,3654.0,27.0,3290.0,Coconut
74,233.0,27.0,3138.0,Coconut
18,233.0,27.0,3423.0,Coconut
37,233.0,27.0,3899.0,Coconut
35,234.0,27.2,4015.0,Coconut
5974,234.0,27.2,4279.0,Coconut
6631,234.0,27.2,4167.0,Coconut
6705,3105.0,27.0,4479.0,Coconut
5876,3105.0,27.0,3699.0,Coconut
326,3105.0,27.0,4904.0,Coconut
6470,236.0,27.0,2821.0,Coconut
6709,236.0,27.0,3472.0,Coconut
6186,2903.1,27.0,3647.0,Coconut
6503,2903.1,27.2,393.0,Coconut
5220,2903.1,27.2,167.0,Coconut
4677,2996.6,27.2,71.0,Coconut
1279,2996.6,27.1,52.0,Coconut
13283,2996.6,27.1,12.0,Coconut
52119,3522.8,27.1,51.0,Coconut
725,3522.8,26.8,61.0,Coconut
12885,3522.8,26.8,67.0,Coconut
51179,2903.1,27.1,62.0,Coconut
468,2903.1,27.1,32.0,Coconut
11841,2903.1,26.8,22.0,Coconut
50975,2996.6,26.8,25.0,Coconut
206,2996.6,26.8,4.0,Coconut
10922,2996.6,37.0,9.0,Cocoa
51390,3522.8,37.0,12.0,Cocoa
177,3522.8,37.0,2089.0,Cocoa
10723,3522.8,38.0,2810.0,Cocoa
51709,3729.8,38.0,841.0,Cocoa
146,3729.8,38.0,3550.0,Cocoa
10910,3729.8,39.0,109.0,Coffee
51355,2746.2,39.0,3368.0,Coffee
160,2746.2,39.0,3671.0,Coffee
10912,2746.2,40.0,2404.0,Coffee
51353,3360.0,40.0,2805.0,Coffee
142,3360.0,40.0,2331.0,Coffee
10505,3360.0,41.0,2088.0,Coffee
51040,3605.4,41.0,2628.0,Coffee
154,3605.4,41.0,1939.0,Coffee
10318,3605.4,42.0,1871.0,Coffee
48083,3512.4,42.0,1868.0,Coffee
143,3512.4,27.0,127919.0,Coffee
9283,3512.4,27.0,75340.0,Coffee
47200,3296.0,27.0,29170.0,Coffee
158,3296.0,27.0,1901.0,Coffee
8982,3296.0,27.0,972.0,Cardamum
46990,3550.0,27.0,874.0,Cardamum
103,3550.0,27.2,592.0,Cardamum
8239,3550.0,27.2,864.0,Cardamum
44563,3654.0,27.2,5373.0,Cardamum
96,3654.0,27.0,6589.0,Cardamum
6949,3654.0,27.0,5107.0,Cardamum
44663,233.0,27.0,5518.0,Cardamum
110,233.0,27.0,4912.0,Cardamum
6824,233.0,27.0,3830.0,Cardamum
43013,234.0,27.0,4.0,Cardamum
95,234.0,27.2,9.0,Cardamum
6441,234.0,27.2,12.0,Cardamum
4012,3105.0,27.2,2089.0,Cardamum
4877,3105.0,27.1,2810.0,Cardamum
4930,3105.0,27.1,841.0,Pepper
4954,236.0,27.1,3550.0,Pepper
5019,236.0,26.8,109.0,Pepper
5127,2903.1,26.8,3368.0,Pepper
5174,2903.1,26.8,3671.0,Pepper
5294,2903.1,37.0,2404.0,Pepper
5474,2996.6,37.0,2805.0,Pepper
5864,2996.6,37.0,2331.0,Pepper
7028,2996.6,38.0,2088.0,Pepper
7403,3522.8,38.0,2628.0,Pepper
7501,3522.8,38.0,1939.0,Pepper
7714,3522.8,39.0,1871.0,Pepper
7856,2903.1,39.0,1868.0,Pepper
32,2903.1,39.0,127919.0,Pepper
1,2903.1,40.0,75340.0,Pepper
30,2996.6,40.0,29170.0,Arecanut
6,2996.6,40.0,1901.0,Arecanut
15,2996.6,41.0,972.0,Arecanut
4,3522.8,41.0,874.0,Arecanut
39,3522.8,41.0,592.0,Arecanut
6,3522.8,42.0,864.0,Arecanut
12,3729.8,42.0,5373.0,Arecanut
3,3729.8,42.0,6589.0,Arecanut
17,3729.8,43.0,5107.0,Arecanut
3,2746.2,43.0,5518.0,Arecanut
9,2746.2,27.0,4912.0,Arecanut
21,2746.2,27.0,3830.0,Arecanut
11,3360.0,27.0,4.0,Arecanut
4,3360.0,27.0,9.0,Arecanut
15,3360.0,27.0,12.0,Arecanut
8,3605.4,27.0,2089.0,Ginger
29,3605.4,27.2,2810.0,Ginger
1,3605.4,27.2,841.0,Ginger
13736,3512.4,27.2,3550.0,Ginger
14003,3512.4,27.0,109.0,Ginger
14179,3512.4,27.0,3368.0,Ginger
14319,3296.0,27.0,3671.0,Ginger
14464,3296.0,27.0,2404.0,Ginger
14876,3296.0,27.0,2805.0,Ginger
14976,3550.0,27.0,2331.0,Ginger
15009,3550.0,27.2,2088.0,Ginger
15114,3550.0,27.2,2628.0,Ginger
16224,3654.0,27.2,1939.0,Ginger
17095,3654.0,27.1,1871.0,Ginger
17512,3654.0,27.1,1868.0,Ginger
17587,233.0,27.1,127919.0,Tea
17771,233.0,26.8,75340.0,Tea
17825,233.0,26.8,29170.0,Tea
3147,234.0,26.8,1901.0,Tea
2578,234.0,37.0,972.0,Tea
1591,234.0,37.0,874.0,Tea
1298,3105.0,37.0,592.0,Tea
4,3105.0,38.0,864.0,Tea
1122,3105.0,38.0,5373.0,Tea
917,236.0,38.0,6589.0,Tea
819,236.0,39.0,5107.0,Tea
619,2903.1,39.0,5518.0,Tea
391,2903.1,39.0,4912.0,Tea
211,2903.1,40.0,3830.0,Tea
153,2996.6,40.0,313547.0,Tea
111,2996.6,40.0,2783.0,Paddy
76,2996.6,41.0,1533.0,Paddy
53,3522.8,41.0,1647.0,Paddy
2688,3522.8,41.0,975.0,Paddy
2311,3522.8,42.0,2.0,Paddy
2188,2903.1,42.0,836.0,Paddy
1998,2903.1,42.0,806.0,Paddy
2006,2903.1,43.0,880.0,Paddy
2034,2996.6,27.0,770.0,Paddy
2035,2996.6,27.0,395.0,Paddy
2074,2996.6,27.0,187.0,Paddy
2127,3522.8,27.0,187.0,Paddy
2090,3522.8,27.0,121.0,Paddy
2059,3522.8,27.0,103.0,Paddy
2050,3729.8,27.2,71.0,Paddy
1865,3729.8,27.2,3961.0,Groundnut
1841,3729.8,27.2,4247.0,Groundnut
1799,2746.2,27.0,3290.0,Groundnut
1468,2746.2,27.0,3138.0,Groundnut
568,2746.2,27.0,3423.0,Groundnut
407,3360.0,27.0,3899.0,Groundnut
177,3360.0,27.0,4015.0,Groundnut
51,3360.0,27.0,4279.0,Groundnut
173,3605.4,27.2,4167.0,Groundnut
201,3605.4,27.2,4479.0,Groundnut
206,2903.1,27.2,3699.0,Groundnut
243,2903.1,27.1,4904.0,Groundnut
123,2903.1,27.1,2821.0,Groundnut
82,2996.6,27.1,3472.0,Groundnut
74,2996.6,26.8,3647.0,Groundnut
18,2996.6,26.8,393.0,Blackgram
37,3522.8,26.8,167.0,Blackgram
35,3522.8,37.0,71.0,Blackgram
5974,3522.8,37.0,52.0,Blackgram
6631,3729.8,37.0,313547.0,Blackgram
6705,3729.8,38.0,2783.0,Blackgram
5876,3729.8,38.0,1533.0,Blackgram
326,2746.2,38.0,1647.0,Blackgram
6470,2746.2,39.0,975.0,Blackgram
6709,2746.2,39.0,2.0,Blackgram
6186,3360.0,39.0,836.0,Blackgram
6503,3360.0,40.0,806.0,Blackgram
5220,3360.0,40.0,880.0,Blackgram
4677,3605.4,40.0,770.0,Blackgram
4803,3605.4,41.0,395.0,Blackgram
3739,3605.4,41.0,187.0,Cashew
3529,3512.4,41.0,187.0,Cashew
3649,3512.4,42.0,121.0,Cashew
1374,3512.4,42.0,103.0,Cashew
933,3296.0,42.0,71.0,Cashew
345,3550.0,43.0,3961.0,Cashew
29,3550.0,43.0,4247.0,Cashew
11,3550.0,128.0,3290.0,Cashew
10,3654.0,129.0,3138.0,Cashew
7,3654.0,130.0,3423.0,Cashew
10,3654.0,131.0,3899.0,Cashew
56,233.0,132.0,4015.0,Cashew
68,233.0,133.0,4279.0,Cashew
56,233.0,134.0,4167.0,Cashew
66,234.0,135.0,4479.0,Cashew
55,234.0,136.0,3699.0,Coconut
42,234.0,137.0,4904.0,Coconut
51179,3105.0,138.0,2821.0,Coconut
468,3105.0,139.0,3472.0,Coconut
11841,3105.0,140.0,3647.0,Coconut
50975,236.0,141.0,393.0,Coconut
206,236.0,142.0,167.0,Coconut
10922,2903.1,143.0,71.0,Coconut
51390,2903.1,144.0,52.0,Coconut
177,2903.1,145.0,2570.0,Coconut
10723,2996.6,146.0,27170.0,Coconut
51709,2996.6,147.0,114744.0,Coconut
146,2996.6,148.0,1402.0,Coconut
10910,3296.0,149.0,23456.0,Coconut
51355,3550.0,150.0,107809.0,Coconut
160,3550.0,151.0,1132.0,Coconut
10912,3550.0,152.0,23960.0,Ginger
51353,3654.0,153.0,126487.0,Ginger
142,3654.0,154.0,804.0,Ginger
10505,3654.0,155.0,30362.0,Ginger
51040,233.0,156.0,124492.0,Ginger
154,233.0,157.0,792.0,Ginger
10318,233.0,158.0,34153.0,Ginger
48083,234.0,159.0,2570.0,Ginger
143,234.0,160.0,27170.0,Ginger
9283,234.0,161.0,114744.0,Ginger
47200,3105.0,162.0,1402.0,Ginger
158,3105.0,163.0,23456.0,Ginger
8982,3105.0,164.0,107809.0,Ginger
46990,236.0,165.0,1132.0,Ginger
103,236.0,166.0,23960.0,Ginger
8239,2903.1,167.0,126487.0,Coconut
44563,2903.1,168.0,804.0,Coconut
96,2903.1,169.0,30362.0,Coconut
6949,2996.6,170.0,124492.0,Coconut
44663,2996.6,171.0,792.0,Coconut
110,2996.6,172.0,34153.0,Coconut
6824,2903.1,173.0,132551.0,Coconut
43013,2903.1,174.0,338.0,Coconut
95,2903.1,175.0,22966.0,Coconut
6441,2996.6,176.0,131763.0,Coconut
4012,2996.6,177.0,404.0,Coconut
4877,2996.6,178.0,24184.0,Coconut
4930,3522.8,179.0,124387.0,Coconut
4954,3522.8,180.0,343.0,Coconut
5019,3522.8,181.0,23099.0,Coconut
5127,3729.8,182.0,117825.84,Coconut
5174,3729.8,183.0,336.0,Coconut
5294,3729.8,184.0,22594.0,Coconut
5474,2746.2,185.0,116481.07,Coconut
5864,2746.2,186.0,316.0,Coconut
7028,2746.2,187.0,21400.0,Coconut
7403,3360.0,188.0,122102.0,Coconut
7501,3360.0,189.0,382.0,Coconut
7714,3360.0,190.0,19578.0,Coconut
7856,3605.4,191.0,121037.0,Coconut
32,3605.4,192.0,231.0,Coconut
1,3605.4,193.0,18951.0,Coconut
30,3512.4,194.0,110579.0,Coconut
6,3512.4,195.0,221.0,Coconut
15,3512.4,196.0,15362.0,Coconut
4,3296.0,197.0,120373.0,Coconut
39,3296.0,198.0,291.0,Coconut
6,3296.0,199.0,17231.0,Coconut
12,3550.0,200.0,119359.0,Coconut
3,3550.0,201.0,283.0,Coconut
17,3550.0,202.0,17690.0,Coconut
3,3654.0,203.0,7157.0,Coconut
9,3654.0,204.0,8700.0,Coconut
21,3654.0,205.0,41266.0,Coconut
11,233.0,206.0,8838.0,Coconut
4,233.0,207.0,8954.0,Coconut
15,233.0,208.0,42915.0,Coconut
8,234.0,209.0,9230.0,Coconut
29,234.0,210.0,44313.0,Coconut
1,234.0,211.0,45820.0,Coconut
13736,3105.0,212.0,49084.0,Coconut
14003,3105.0,213.0,86311.0,Coconut
14179,3105.0,214.0,57642.0,Coconut
14319,236.0,215.0,58405.0,Coconut
14464,236.0,216.0,60751.0,Coconut
14876,2903.1,217.0,109506.0,Coconut
14976,2903.1,218.0,114.0,Coconut
15009,2903.1,219.0,3.0,Coconut
15114,2996.6,220.0,95.0,Coconut
16224,2996.6,221.0,19.0,Coconut
17095,2996.6,222.0,54.0,Coconut
17512,3522.8,27.0,13.0,Coconut
17587,3522.8,27.0,123.0,Coconut
17771,3522.8,27.0,19.0,Coconut
17825,3729.8,27.0,32.0,Coconut
3147,3729.8,27.0,8.0,Coconut
2578,3729.8,27.2,50.0,Coconut
1591,2746.2,27.2,10.0,Coconut
1298,2746.2,27.2,29.0,Coconut
4,2746.2,27.0,44.0,Coconut
1122,3360.0,27.0,33.0,Coconut
917,3360.0,27.0,14.0,Coconut
819,3360.0,27.0,56.0,Coconut
619,3605.4,27.0,26.0,Coconut
391,3605.4,27.0,98.0,Coconut
211,3605.4,27.2,3.0,Coconut
153,3512.4,27.2,58637.0,Coconut
111,3512.4,27.2,59777.0,Coconut
76,3512.4,27.1,60528.0,Coconut
53,3296.0,27.1,61126.0,Coconut
2688,3296.0,27.1,623687.0,Coconut
2311,3296.0,26.8,63504.0,Coconut
2188,3550.0,26.8,63931.0,Coconut
1998,3550.0,26.8,73730.0,Coconut
2006,3550.0,37.0,118416.0,Coconut
2034,3654.0,37.0,130132.0,Coconut
2035,3654.0,37.0,154889.0,Coconut
2074,3654.0,38.0,171739.0,Coconut
2127,233.0,38.0,172475.0,Coconut
2090,233.0,38.0,177939.0,Coconut
2059,233.0,39.0,313547.0,Coconut
2050,2903.1,39.0,2783.0,Coconut
1865,2903.1,39.0,1533.0,Coconut
1841,2903.1,40.0,1647.0,Coconut
1799,2996.6,40.0,975.0,Coconut
1468,2996.6,40.0,2.0,Coconut
568,2996.6,41.0,836.0,Coconut
407,3522.8,41.0,806.0,Coconut
177,3522.8,41.0,880.0,Coconut
51,3522.8,42.0,770.0,Coconut
173,3729.8,42.0,395.0,Coconut
201,3729.8,42.0,187.0,Coconut
206,3729.8,43.0,187.0,Coconut
243,2746.2,43.0,121.0,Coconut
123,2746.2,27.0,103.0,Coconut
82,2746.2,27.0,71.0,Coconut
74,3360.0,27.0,3961.0,Coconut
18,3360.0,27.0,4247.0,Coconut
37,3360.0,27.0,3290.0,Coconut
35,3605.4,27.0,3138.0,Coconut
5974,3605.4,27.2,3423.0,Coconut
6631,3605.4,27.2,3899.0,Coconut
6705,3512.4,27.2,4015.0,Coconut
5876,3512.4,27.0,4279.0,Coconut
326,3512.4,27.0,4167.0,Coconut
6470,3296.0,27.0,4479.0,Coconut
6709,3296.0,27.0,3699.0,Coconut
6186,3296.0,27.0,4904.0,Coconut
6503,3550.0,27.0,2821.0,Coconut
5220,3550.0,27.2,3472.0,Coconut
4677,3550.0,27.2,3647.0,Coconut
1279,3654.0,27.2,393.0,Coconut
13283,3654.0,27.1,167.0,Coconut
52119,3654.0,27.1,71.0,Coconut
725,233.0,27.1,52.0,Coconut
12885,233.0,26.8,12.0,Coconut
51179,233.0,26.8,51.0,Coconut
468,234.0,26.8,61.0,Coconut
11841,234.0,37.0,67.0,Coconut
50975,234.0,37.0,62.0,Coconut
206,3105.0,37.0,32.0,Coconut
10922,3105.0,38.0,22.0,Coconut
51390,3105.0,38.0,25.0,Coconut
177,236.0,38.0,4.0,Coconut
10723,236.0,39.0,9.0,Coconut
51709,2903.1,39.0,12.0,Coconut
146,2903.1,39.0,2089.0,Cocoa
10910,2903.1,40.0,2810.0,Cocoa
51355,2996.6,40.0,841.0,Cocoa
160,2996.6,40.0,3550.0,Cocoa
10912,2996.6,41.0,109.0,Cocoa
51353,3522.8,41.0,3368.0,Cocoa
142,3522.8,41.0,3671.0,Coffee
10505,3522.8,42.0,2404.0,Coffee
51040,3729.8,42.0,2805.0,Coffee
154,3729.8,42.0,2331.0,Coffee
10318,3729.8,43.0,2088.0,Coffee
48083,2746.2,27.0,2628.0,Coffee
143,2746.2,27.0,1939.0,Coffee
9283,2746.2,27.0,1871.0,Coffee
47200,3360.0,27.0,1868.0,Coffee
158,3360.0,27.0,127919.0,Coffee
8982,3360.0,27.0,75340.0,Coffee
46990,3605.4,27.0,29170.0,Coffee
103,3605.4,27.0,1901.0,Coffee
8239,3605.4,27.2,972.0,Coffee
44563,3512.4,27.2,874.0,Coffee
96,3512.4,27.2,592.0,Cardamum
6949,3512.4,27.0,864.0,Cardamum
44663,3296.0,27.0,5373.0,Cardamum
110,3296.0,27.0,6589.0,Cardamum
6824,3296.0,27.0,5107.0,Cardamum
43013,3550.0,27.0,5518.0,Cardamum
95,3550.0,27.0,4912.0,Cardamum
6441,3550.0,27.2,3830.0,Cardamum
4012,3654.0,27.2,4.0,Cardamum
4877,3654.0,27.2,9.0,Cardamum
4930,3654.0,27.1,12.0,Cardamum
4954,233.0,27.1,2089.0,Cardamum
5019,233.0,27.1,2810.0,Cardamum
5127,233.0,26.8,841.0,Cardamum
5174,2903.1,26.8,3550.0,Cardamum
5294,2903.1,27.1,109.0,Pepper
5474,2903.1,27.1,3368.0,Pepper
5864,2996.6,26.8,3671.0,Pepper
7028,2996.6,26.8,2404.0,Pepper
7403,2996.6,26.8,2805.0,Pepper
7501,3522.8,37.0,2331.0,Pepper
7714,3522.8,37.0,2088.0,Pepper
7856,3522.8,37.0,2628.0,Pepper
32,3729.8,38.0,1939.0,Pepper
1,3729.8,38.0,1871.0,Pepper
30,3729.8,38.0,1868.0,Pepper
6,2746.2,39.0,127919.0,Pepper
15,2746.2,39.0,75340.0,Pepper
4,2746.2,39.0,29170.0,Pepper
39,3360.0,40.0,1901.0,Pepper
6,3360.0,40.0,972.0,Arecanut
12,3360.0,40.0,874.0,Arecanut
3,3605.4,41.0,592.0,Arecanut
17,3605.4,41.0,864.0,Arecanut
3,3605.4,41.0,5373.0,Arecanut
9,3512.4,42.0,6589.0,Arecanut
21,3512.4,42.0,5107.0,Arecanut
11,3512.4,27.0,5518.0,Arecanut
4,3296.0,27.0,4912.0,Arecanut
15,3296.0,27.0,3830.0,Arecanut
8,3296.0,27.0,4.0,Arecanut
29,3550.0,27.0,9.0,Arecanut
1,3550.0,27.0,12.0,Arecanut
13736,3550.0,27.2,2089.0,Arecanut
14003,3654.0,27.2,2810.0,Arecanut
14179,3654.0,27.2,841.0,Ginger
14319,3654.0,27.0,3550.0,Ginger
14464,233.0,27.0,109.0,Ginger
14876,233.0,27.0,3368.0,Ginger
14976,233.0,27.0,3671.0,Ginger
15009,234.0,27.0,2404.0,Ginger
15114,234.0,27.0,2805.0,Ginger
16224,234.0,27.2,2331.0,Ginger
17095,3105.0,27.2,2088.0,Ginger
17512,3105.0,27.2,2628.0,Ginger
17587,3105.0,27.1,1939.0,Ginger
17771,236.0,27.1,1871.0,Ginger
17825,236.0,27.1,1868.0,Ginger
3147,2903.1,26.8,127919.0,Ginger
2578,2903.1,26.8,75340.0,Ginger
1591,2903.1,26.8,29170.0,Tea
1298,2996.6,37.0,1901.0,Tea
4,2996.6,37.0,972.0,Tea
1122,2996.6,37.0,874.0,Tea
917,3522.8,38.0,592.0,Tea
819,3522.8,38.0,864.0,Tea
619,3522.8,38.0,5373.0,Tea
391,3729.8,39.0,6589.0,Tea
211,3729.8,39.0,5107.0,Tea
153,3729.8,39.0,5518.0,Tea
111,2746.2,40.0,4912.0,Tea
76,2746.2,40.0,3830.0,Tea
53,2746.2,40.0,313547.0,Tea
2688,3360.0,41.0,2783.0,Tea
2311,3360.0,41.0,1533.0,Tea
2188,3360.0,41.0,1647.0,Paddy
1998,3605.4,42.0,975.0,Paddy
2006,3605.4,42.0,2.0,Paddy
2034,3605.4,42.0,836.0,Paddy
2035,3512.4,43.0,806.0,Paddy
2074,3512.4,43.0,880.0,Paddy
2127,3512.4,27.0,770.0,Paddy
2090,3296.0,27.0,395.0,Paddy
2059,3296.0,27.0,187.0,Paddy
2050,3296.0,27.0,187.0,Paddy
1865,3550.0,27.0,121.0,Paddy
1841,3550.0,27.0,103.0,Paddy
1799,3550.0,27.2,71.0,Paddy
1468,3654.0,27.2,3961.0,Paddy
568,3654.0,27.2,4247.0,Paddy
407,3654.0,27.0,3290.0,Groundnut
177,233.0,27.0,3138.0,Groundnut
51,233.0,27.0,3423.0,Groundnut
173,233.0,27.0,3899.0,Groundnut
201,234.0,27.0,4015.0,Groundnut
206,234.0,27.0,4279.0,Groundnut
243,234.0,27.2,4167.0,Groundnut
123,3105.0,27.2,4479.0,Groundnut
82,3105.0,27.2,3699.0,Groundnut
74,3105.0,27.1,4904.0,Groundnut
18,236.0,27.1,2821.0,Groundnut
37,2903.1,27.1,3472.0,Groundnut
35,2903.1,26.8,3647.0,Groundnut
5974,2903.1,26.8,393.0,Groundnut
6631,2996.6,26.8,167.0,Groundnut
6705,2996.6,37.0,71.0,Blackgram
5876,2996.6,37.0,52.0,Blackgram
326,3522.8,37.0,313547.0,Blackgram
6470,3522.8,38.0,2783.0,Blackgram
6709,3522.8,38.0,1533.0,Blackgram
6186,3729.8,38.0,1647.0,Blackgram
6503,3729.8,39.0,975.0,Blackgram
5220,3729.8,39.0,2.0,Blackgram
4677,2746.2,39.0,836.0,Blackgram
4803,2746.2,40.0,806.0,Blackgram
3739,2746.2,40.0,880.0,Blackgram
3529,3360.0,40.0,770.0,Blackgram
3649,3360.0,41.0,395.0,Blackgram
1374,3360.0,41.0,187.0,Blackgram
933,3605.4,41.0,187.0,Blackgram
345,3605.4,42.0,121.0,Cashew
29,3605.4,42.0,103.0,Cashew
11,3512.4,42.0,71.0,Cashew
10,3512.4,43.0,3961.0,Cashew
7,3512.4,27.0,4247.0,Cashew
10,3296.0,27.0,3290.0,Cashew
56,3296.0,27.0,3138.0,Cashew
68,3296.0,27.0,3423.0,Cashew
56,3550.0,27.0,3899.0,Cashew
66,3550.0,27.0,4015.0,Cashew
55,3550.0,27.2,4279.0,Cashew
42,3654.0,27.2,4167.0,Cashew
51179,3654.0,27.2,4479.0,Cashew
468,3654.0,27.0,3699.0,Cashew
11841,233.0,27.0,4904.0,Cashew
50975,233.0,27.0,2821.0,Coconut
206,233.0,27.0,3472.0,Coconut
10922,234.0,27.0,3647.0,Coconut
51390,234.0,27.0,393.0,Coconut
177,234.0,27.2,167.0,Coconut
10723,3105.0,27.2,71.0,Coconut
51709,3105.0,27.2,52.0,Coconut
146,3105.0,27.1,2570.0,Coconut
10910,236.0,27.1,27170.0,Coconut
51355,236.0,27.1,114744.0,Coconut
160,321.0,26.8,1402.0,Coconut
10912,3654.0,26.8,23456.0,Coconut
51353,323.0,26.8,107809.0,Coconut
142,324.0,37.0,1132.0,Coconut
10505,3105.0,37.0,23960.0,Coconut
51040,326.0,37.0,126487.0,Coconut
154,327.0,38.0,804.0,Ginger
10318,328.0,38.0,30362.0,Ginger
48083,2903.1,38.0,124492.0,Ginger
143,2903.1,39.0,792.0,Ginger
9283,2903.1,39.0,34153.0,Ginger
47200,2996.6,39.0,2570.0,Ginger
158,2996.6,40.0,27170.0,Ginger
8982,2996.6,40.0,114744.0,Ginger
46990,3522.8,40.0,1402.0,Ginger
103,3522.8,41.0,23456.0,Ginger
8239,3522.8,41.0,107809.0,Ginger
44563,3729.8,41.0,1132.0,Ginger
96,3729.8,42.0,23960.0,Ginger
6949,3729.8,42.0,126487.0,Ginger
44663,2746.2,42.0,804.0,Ginger
110,2746.2,43.0,30362.0,Coconut
6824,2746.2,43.0,124492.0,Coconut
43013,3360.0,128.0,792.0,Coconut
95,3360.0,129.0,34153.0,Coconut
6441,3360.0,130.0,132551.0,Coconut
4012,3605.4,131.0,338.0,Coconut
4877,3605.4,132.0,22966.0,Coconut
4930,3605.4,133.0,131763.0,Coconut
4954,3512.4,134.0,404.0,Coconut
5019,3512.4,135.0,24184.0,Coconut
5127,3512.4,136.0,124387.0,Coconut
5174,3296.0,137.0,343.0,Coconut
5294,3296.0,138.0,23099.0,Coconut
5474,3296.0,139.0,117825.84,Coconut
5864,3550.0,140.0,336.0,Coconut
7028,3550.0,141.0,22594.0,Coconut
7403,3550.0,142.0,116481.07,Coconut
7501,3654.0,143.0,316.0,Coconut
7714,3654.0,144.0,21400.0,Coconut
7856,3654.0,145.0,122102.0,Coconut
32,233.0,146.0,382.0,Coconut
1,233.0,147.0,19578.0,Coconut
30,233.0,148.0,121037.0,Coconut
6,234.0,149.0,231.0,Coconut
15,234.0,150.0,18951.0,Coconut
4,234.0,151.0,110579.0,Coconut
39,3105.0,152.0,221.0,Coconut
6,3105.0,153.0,15362.0,Coconut
12,3105.0,154.0,120373.0,Coconut
3,236.0,155.0,291.0,Coconut
17,236.0,156.0,17231.0,Coconut
3,2903.1,157.0,119359.0,Coconut
9,2903.1,158.0,283.0,Coconut
21,2903.1,159.0,17690.0,Coconut
11,2996.6,160.0,7157.0,Coconut
4,2996.6,161.0,8700.0,Coconut
15,2996.6,162.0,41266.0,Coconut
8,3522.8,163.0,8838.0,Coconut
29,3522.8,164.0,8954.0,Coconut
1,3522.8,165.0,42915.0,Coconut
13736,2903.1,166.0,9230.0,Coconut
14003,2903.1,167.0,44313.0,Coconut
14179,2903.1,168.0,45820.0,Coconut
14319,2996.6,169.0,49084.0,Coconut
14464,2996.6,170.0,86311.0,Coconut
14876,2996.6,171.0,57642.0,Coconut
14976,3522.8,172.0,58405.0,Coconut
15009,3522.8,173.0,60751.0,Coconut
15114,3522.8,174.0,109506.0,Coconut
16224,3729.8,175.0,114.0,Coconut
17095,3729.8,176.0,3.0,Coconut
17512,3729.8,177.0,95.0,Coconut
17587,2746.2,178.0,19.0,Coconut
17771,2746.2,179.0,54.0,Coconut
17825,2746.2,180.0,13.0,Coconut
3147,3360.0,181.0,123.0,Coconut
2578,3360.0,182.0,19.0,Coconut
1591,3360.0,183.0,32.0,Coconut
1298,3605.4,184.0,8.0,Coconut
4,3605.4,185.0,50.0,Coconut
1122,3605.4,186.0,10.0,Coconut
917,3512.4,187.0,29.0,Coconut
819,3512.4,188.0,44.0,Coconut
619,3512.4,189.0,33.0,Coconut
391,3296.0,190.0,14.0,Coconut
211,3296.0,191.0,56.0,Coconut
